"id"|"""date"""|"jour"|"saison"|"recettes"|"semainier"|"notes"|"ouverture"|"cloture"|"page_de_gauche"
25276|1728-11-14|Dimanche|"1728-1729"|1497|""|""|false|false|
25279|1728-11-17|Mercredi|"1728-1729"|847|""|""|false|false|
25282|1728-11-21|Dimanche|"1728-1729"|1579|""|""|false|false|
25286|1728-11-27|Samedi|"1728-1729"|2085|""|""|false|false|
25287|1728-11-28|Dimanche|"1728-1729"|793|""|""|false|false|
25289|1728-11-30|Mardi|"1728-1729"|802|""|""|false|false|
25292|1728-12-03|Vendredi|"1728-1729"|146|""|""|false|false|
25293|1728-12-04|Samedi|"1728-1729"|498|""|Erreur d'un mois dans la notation. Nous corrigeons.|false|false|
25295|1728-12-06|Lundi|"1728-1729"|714|""|"Semainiers Mrs Baron, Montmeny payé"" "|false|false|
25296|1728-12-07|Mardi|"1728-1729"|148|""|""|false|false|
25298|1728-12-10|Vendredi|"1728-1729"|459|""|""|false|false|
25299|1728-12-11|Samedi|"1728-1729"|1161|""|""|false|false|
25301|1728-12-13|Lundi|"1728-1729"|554|""|""|false|false|
25303|1728-12-15|Mercredi|"1728-1729"|854|""|""|false|false|
25305|1728-12-17|Vendredi|"1728-1729"|123|""|""|false|false|
25307|1728-12-19|Dimanche|"1728-1729"|841|""|""|false|false|
25308|1728-12-20|Lundi|"1728-1729"|362|""|"""Semainiers Mrs Quinault p., Le Grand, Du Mirail payé"""|false|false|
25313|1728-12-28|Mardi|"1728-1729"|1350|""|""|false|false|
25314|1728-12-29|Mercredi|"1728-1729"|139|""|""|false|false|
25372|1729-03-12|Samedi|"1728-1729"|1282|""|""|false|false|
25375|1729-03-16|Mercredi|"1728-1729"|1782|""|""|false|false|
25321|1729-01-09|Dimanche|"1728-1729"|1233|""|On a donné avant-hier et hier relâche au Théâtre pour aller à la Cour.|false|false|
25381|1729-03-24|Jeudi|"1728-1729"|1232|""|On a donnée hier relâche pour aller à la Cour.|false|false|
25440|1731-05-18|Vendredi|"1731-1732"|664|""|""|false|false|Distribution
25319|1729-01-05|Mercredi|"1728-1729"|378|""|"""On a donné hier relâche au Théâtre [...]"""|false|false|
25328|1729-01-22|Samedi|"1728-1729"|769|""|"""On a donné relâche au Théâtre lundi, mardi, mercredi, jeudi et vendredi [...]"". Semainiers Mrs Dufresne, Du Chemin père payé, LaThorillière fils payé"|false|false|
25332|1729-01-28|Vendredi|"1728-1729"|341|""|"""On a donné hier relâche au Théâtre [...]"""|false|false|
25325|1729-01-14|Vendredi|"1728-1729"|240|""|""|false|false|
25326|1729-01-15|Samedi|"1728-1729"|655|""|""|false|false|
25334|1729-01-30|Dimanche|"1728-1729"|681|""|""|false|false|
25335|1729-01-31|Lundi|"1728-1729"|545|""|"""Semainiers Mrs Poisson payé, Dubreuil p., Du Chemin fils"""|false|false|
25337|1729-02-04|Vendredi|"1728-1729"|1154|""|""|false|false|
25338|1729-02-05|Samedi|"1728-1729"|324|""|""|false|false|
25340|1729-02-07|Lundi|"1728-1729"|446|""|"""Semainiers Mrs Dangeville, La Thorillière père payé, Armand payé"""|false|false|
25341|1729-02-08|Mardi|"1728-1729"|937|""|""|false|false|
25343|1729-02-10|Jeudi|"1728-1729"|1072|""|""|false|false|
25346|1729-02-13|Dimanche|"1728-1729"|1466|""|""|false|false|
25349|1729-02-16|Mercredi|"1728-1729"|1359|""|""|false|false|
25351|1729-02-18|Vendredi|"1728-1729"|266|""|""|false|false|
25352|1729-02-19|Samedi|"1728-1729"|1665|""|""|false|false|
25397|1731-04-03|Mardi|"1731-1732"|1129|""|""|true|false|Distribution/Comptable
25398|1731-04-04|Mercredi|"1731-1732"|996|De Montmeny|""|false|false|Distribution
25400|1731-04-06|Vendredi|"1731-1732"|741|""|""|false|false|Cour/Distribution
25354|1729-02-21|Lundi|"1728-1729"|756|""|"""Semainiers Mrs Dufresne p., Du Chemin père payé, La Thorillière fils payé"""|false|false|
25404|1731-04-10|Mardi|"1731-1732"|560|Delathorillière fils|""|false|false|Distribution
25407|1731-04-13|Vendredi|"1731-1732"|653|""|""|false|false|Distribution/Cour
25408|1731-04-14|Samedi|"1731-1732"|2345|Armand|""|false|false|
25409|1731-04-15|Dimanche|"1731-1732"|841|Delathorillière fils|""|false|false|Distribution
25411|1731-04-17|Mardi|"1731-1732"|397|""|""|false|false|Distribution
25413|1731-04-19|Jeudi|"1731-1732"|332|""|""|false|false|Distribution
25415|1731-04-21|Samedi|"1731-1732"|1206|""|""|false|false|
25402|1731-04-08|Dimanche|"1731-1732"|591|""|""|false|false|Distribution
25355|1729-02-22|Mardi|"1728-1729"|325|""|""|false|false|
25357|1729-02-24|Jeudi|"1728-1729"|1396|""|""|false|false|
25361|1729-02-28|Lundi|"1728-1729"|1351|""|""|false|false|
25362|1729-03-01|Mardi|"1728-1729"|1159|""|""|false|false|
25365|1729-03-04|Vendredi|"1728-1729"|324|""|""|false|false|
25366|1729-03-05|Samedi|"1728-1729"|1528|""|""|false|false|
25369|1729-03-08|Mardi|"1728-1729"|273|""|""|false|false|
25368|1729-03-07|Lundi|"1728-1729"|614|""|"""Semainiers Mrs Poisson p., Dubreuil p., Du Chemin fils"""|false|false|
25377|1729-03-18|Vendredi|"1728-1729"|1321|""|""|false|false|
25379|1729-03-20|Dimanche|"1728-1729"|1065|""|""|false|false|
25383|1729-03-27|Dimanche|"1728-1729"|1095|""|""|false|false|
25385|1729-03-30|Mercredi|"1728-1729"|3264|""|""|false|false|
25447|1731-05-27|Dimanche|"1731-1732"|569|""|""|false|false|Distribution
25422|1731-04-28|Samedi|"1731-1732"|2712|Dubreuil  |""|false|false|Cour/Distribution
25417|1731-04-23|Lundi|"1731-1732"|801|Legrand |""|false|false|Distribution
25420|1731-04-26|Jeudi|"1731-1732"|488|Poisson|""|false|false|
25424|1731-04-30|Lundi|"1731-1732"|1338|""|""|false|false|Distribution/Comptable
25425|1731-05-01|Mardi|"1731-1732"|739|""|""|false|false|Distribution
25428|1731-05-05|Samedi|"1731-1732"|1859|""|""|false|false|Distribution
25429|1731-05-06|Dimanche|"1731-1732"|397|""|""|false|false|Distribution
25430|1731-05-07|Lundi|"1731-1732"|1259|De Montmeny |""|false|false|Distribution
25432|1731-05-09|Mercredi|"1731-1732"|648|""|""|false|false|Distribution
25438|1731-05-16|Mercredi|"1731-1732"|1135|""|""|false|false|Distribution
25442|1731-05-20|Dimanche|"1731-1732"|697|""|""|false|false|Distribution
25443|1731-05-21|Lundi|"1731-1732"|571|""|""|false|false|
25446|1731-05-26|Samedi|"1731-1732"|1183|Legrand |"""On a donné hier relâche au théâtre."""|false|false|
25448|1731-05-28|Lundi|"1731-1732"|657|""|""|false|false|Distribution
25450|1731-05-30|Mercredi|"1731-1732"|1279|Poisson|""|false|false|Distribution
25452|1731-06-02|Samedi|"1731-1732"|1015|""|""|false|false|Distribution
25453|1731-06-03|Dimanche|"1731-1732"|399|""|""|false|false|Distribution
25455|1731-06-05|Mardi|"1731-1732"|513|""|""|false|false|Dépenses/Distribution
25457|1731-06-07|Jeudi|"1731-1732"|927|""|""|false|false|Distribution
25458|1731-06-08|Vendredi|"1731-1732"|421|""|""|false|false|Distribution/Comptable
25461|1731-06-11|Lundi|"1731-1732"|742|""|""|false|false|Distribution
25462|1731-06-12|Mardi|"1731-1732"|621|""|""|false|false|Distribution
25464|1731-06-14|Jeudi|"1731-1732"|173|""|""|false|false|Distribution
25466|1731-06-17|Dimanche|"1731-1732"|696|""|""|false|false|Distribution
25467|1731-06-18|Lundi|"1731-1732"|764|De Montmeny  |""|false|false|Distribution
25469|1731-06-21|Jeudi|"1731-1732"|939|""|""|false|false|Distribution
25471|1731-06-24|Dimanche|"1731-1732"|367|Poisson|""|false|false|Distribution
25472|1731-06-25|Lundi|"1731-1732"|672|Poisson|""|false|false|Distribution
25474|1731-06-27|Mercredi|"1731-1732"|904|Armand  |""|false|false|Distribution
25475|1731-06-28|Jeudi|"1731-1732"|378|""|""|false|false|Distribution
25477|1731-06-30|Samedi|"1731-1732"|846|""|""|false|false|Comptable/Distribution
25479|1731-07-02|Lundi|"1731-1732"|520|""|""|false|false|Distribution/Comptable
25481|1731-07-04|Mercredi|"1731-1732"|498|""|""|false|false|Distribution
25482|1731-07-05|Jeudi|"1731-1732"|323|""|""|false|false|Distribution
25484|1731-07-08|Dimanche|"1731-1732"|449|""|""|false|false|Distribution
25486|1731-07-11|Mercredi|"1731-1732"|726|""|""|false|false|Distribution
25488|1731-07-14|Samedi|"1731-1732"|1020|""|""|false|false|Distribution
25489|1731-07-15|Dimanche|"1731-1732"|441|""|""|false|false|Distribution
25492|1731-07-18|Mercredi|"1731-1732"|478|""|""|false|false|Distribution
25495|1731-07-22|Dimanche|"1731-1732"|418|""|""|false|false|Distribution
25496|1731-07-23|Lundi|"1731-1732"|673|""|""|false|false|
25498|1731-07-25|Mercredi|"1731-1732"|770|""|""|false|false|Comptable/Distribution
25499|1731-08-02|Jeudi|"1731-1732"|1215|""|""|false|false|Distribution/Autre
25501|1731-08-04|Samedi|"1731-1732"|1169|""|""|false|false|Distribution
25503|1731-08-06|Lundi|"1731-1732"|574|""|""|false|false|Distribution
25504|1731-08-07|Mardi|"1731-1732"|465|""|""|false|false|Distribution
25509|1731-08-14|Mardi|"1731-1732"|428|""|""|false|false|Distribution
25510|1731-08-16|Jeudi|"1731-1732"|691|""|""|false|false|Distribution
25436|1731-05-14|Lundi|"1731-1732"|1911|Armand |""|false|false|
25493|1731-07-19|Jeudi|"1731-1732"|789|""|""|false|false|Distribution/Dépenses
25515|1731-08-23|Jeudi|"1731-1732"|111|""|""|false|false|
25513|1731-08-20|Lundi|"1731-1732"|302|""|""|false|false|Distribution
25516|1731-08-25|Samedi|"1731-1732"|1207|""|""|false|false|Distribution
25518|1731-08-27|Lundi|"1731-1732"|324|""|""|false|false|Comptable/Distribution
25520|1731-08-29|Mercredi|"1731-1732"|75|""|""|false|false|Distribution
25521|1731-08-30|Jeudi|"1731-1732"|549|""|""|false|false|Distribution/Comptable
25523|1731-09-02|Dimanche|"1731-1732"|616|""|""|false|false|Distribution/Dépenses
25526|1731-09-05|Mercredi|"1731-1732"|301|""|""|false|false|Distribution
25527|1731-09-06|Jeudi|"1731-1732"|452|""|""|false|false|Distribution
25529|1731-09-10|Lundi|"1731-1732"|195|""|""|false|false|Distribution
25531|1731-09-12|Mercredi|"1731-1732"|348|""|""|false|false|Distribution
25532|1731-09-13|Jeudi|"1731-1732"|807|""|""|false|false|Distribution
25534|1731-09-16|Dimanche|"1731-1732"|254|""|""|false|false|Distribution
25535|1731-09-18|Mardi|"1731-1732"|581|""|""|false|false|Comptable/Distribution
25537|1731-09-21|Vendredi|"1731-1732"|215|""|""|false|false|Distribution
25539|1731-09-23|Dimanche|"1731-1732"|299|""|""|false|false|Distribution
25541|1731-09-25|Mardi|"1731-1732"|113|""|""|false|false|Distribution
25542|1731-09-26|Mercredi|"1731-1732"|526|""|""|false|false|Distribution
25544|1731-09-29|Samedi|"1731-1732"|818|""|""|false|false|Distribution
25547|1731-10-02|Mardi|"1731-1732"|483|""|""|false|false|Comptable/Distribution
25550|1731-10-07|Dimanche|"1731-1732"|594|De Montmeny|""|false|false|Distribution
25551|1731-10-08|Lundi|"1731-1732"|533|""|""|false|false|Distribution/Comptable
25552|1731-10-09|Mardi|"1731-1732"|677|Legrand |""|false|false|Distribution
25554|1731-10-11|Jeudi|"1731-1732"|463|""|""|false|false|Distribution
25556|1731-10-14|Dimanche|"1731-1732"|927|""|""|false|false|Distribution
25558|1731-10-16|Mardi|"1731-1732"|549|""|""|false|false|Distribution
25559|1731-10-17|Mercredi|"1731-1732"|750|""|""|false|false|Distribution
25561|1731-10-19|Vendredi|"1731-1732"|489|""|""|false|false|Distribution
25562|1731-10-21|Dimanche|"1731-1732"|774|""|""|false|false|Distribution
25564|1731-10-23|Mardi|"1731-1732"|266|""|""|false|false|Distribution
25566|1731-10-25|Jeudi|"1731-1732"|847|""|""|false|false|Distribution
25568|1731-10-27|Samedi|"1731-1732"|830|Legrand |""|false|false|Comptable/Distribution
25570|1731-10-29|Lundi|"1731-1732"|819|""|""|false|false|Distribution
25572|1731-10-31|Mercredi|"1731-1732"|514|""|""|false|false|Distribution/Comptable/Distribution/Comptable
25574|1731-11-03|Samedi|"1731-1732"|1062|""|""|false|false|Distribution
25575|1731-11-04|Dimanche|"1731-1732"|641|""|""|false|false|Distribution
25577|1731-11-06|Mardi|"1731-1732"|236|""|""|false|false|Distribution/Comptable
25579|1731-11-08|Jeudi|"1731-1732"|398|""|""|false|false|Distribution
25581|1731-11-10|Samedi|"1731-1732"|1393|""|""|false|false|Distribution
25582|1731-11-11|Dimanche|"1731-1732"|699|""|""|false|false|Distribution
25584|1731-11-13|Mardi|"1731-1732"|472|""|""|false|false|Distribution
25586|1731-11-15|Jeudi|"1731-1732"|1030|""|""|false|false|Distribution
25587|1731-11-16|Vendredi|"1731-1732"|479|""|""|false|false|Distribution/Comptable
25589|1731-11-18|Dimanche|"1731-1732"|805|""|""|false|false|Distribution
25591|1731-11-20|Mardi|"1731-1732"|283|""|""|false|false|Distribution
25593|1731-11-22|Jeudi|"1731-1732"|406|""|""|false|false|Distribution
25596|1731-11-25|Dimanche|"1731-1732"|1426|""|""|false|false|Distribution
25598|1731-11-27|Mardi|"1731-1732"|825|""|""|false|false|Distribution
25600|1731-11-29|Jeudi|"1731-1732"|758|""|""|false|false|Distribution
25602|1731-12-01|Samedi|"1731-1732"|1628|Du Chemin|""|false|false|Distribution
25603|1731-12-02|Dimanche|"1731-1732"|874|""|""|false|false|Distribution
25797|1732-08-03|Dimanche|"1732-1733"|300|""|""|false|false|
25615|1731-12-17|Lundi|"1731-1732"|3196|Legrand |""|false|false|Distribution
25666|1732-02-18|Lundi|"1731-1732"|360|""|""|false|false|Dépenses/Distribution
25605|1731-12-05|Mercredi|"1731-1732"|1125|""|[On a donné hier relâche au théâtre] pour aller à la Cour.|false|false|Cour/Distribution
25607|1731-12-07|Vendredi|"1731-1732"|416|""|""|false|false|Distribution/Cour
25664|1732-02-16|Samedi|"1731-1732"|770|""|""|false|false|
25695|1732-03-22|Samedi|"1731-1732"|1037|""|""|false|false|Cour/Distribution
25693|1732-03-19|Mercredi|"1731-1732"|739|""|""|false|false|Distribution/Cour
25692|1732-03-18|Mardi|"1731-1732"|262|""|""|false|false|Distribution/Dépenses
25690|1732-03-16|Dimanche|"1731-1732"|1985|""|""|false|false|Distribution
25688|1732-03-14|Vendredi|"1731-1732"|1575|""|""|false|false|Cour/Distribution
25686|1732-03-10|Lundi|"1731-1732"|1586|""|""|false|false|Dépenses/Distribution
25684|1732-03-08|Samedi|"1731-1732"|986|""|""|false|false|Dépenses/Distribution
25609|1731-12-10|Lundi|"1731-1732"|1203|Montmeny|""|false|false|Distribution
25610|1731-12-11|Mardi|"1731-1732"|89|""|""|false|false|Distribution
25614|1731-12-16|Dimanche|"1731-1732"|817|De Montmeny|""|false|false|Distribution
25617|1731-12-19|Mercredi|"1731-1732"|1655|""|""|false|false|Distribution/Cour
25619|1731-12-22|Samedi|"1731-1732"|1663|Delathorillière |""|false|false|Distribution
25620|1731-12-23|Dimanche|"1731-1732"|1247|""|""|false|false|Distribution/Dépenses
25622|1731-12-27|Jeudi|"1731-1732"|1005|Armand  |""|false|false|Distribution
25623|1731-12-28|Vendredi|"1731-1732"|936|De Montmeny|""|false|false|Distribution
25625|1731-12-30|Dimanche|"1731-1732"|870|""|""|false|false|Distribution/Cour/Comptable
25627|1732-01-02|Mercredi|"1731-1732"|454|""|""|false|false|Distribution
25628|1732-01-03|Jeudi|"1731-1732"|813|""|""|false|false|Distribution
25630|1732-01-05|Samedi|"1731-1732"|826|""|""|false|false|Distribution
25632|1732-01-07|Lundi|"1731-1732"|818|Armand  |""|false|false|Distribution
25633|1732-01-09|Mercredi|"1731-1732"|574|Legrand |""|false|false|Cour/Distribution
25635|1732-01-11|Vendredi|"1731-1732"|415|""|""|false|false|Distribution/Cour
25637|1732-01-13|Dimanche|"1731-1732"|1027|""|""|false|false|Distribution
25639|1732-01-16|Mercredi|"1731-1732"|727|""|""|false|false|Cour/Distribution
25641|1732-01-19|Samedi|"1731-1732"|1000|Poisson|""|false|false|Distribution
25642|1732-01-20|Dimanche|"1731-1732"|3634|""|""|false|false|Distribution/Dépenses
25646|1732-01-26|Samedi|"1731-1732"|568|""|""|false|false|Distribution/Dépenses
25648|1732-01-28|Lundi|"1731-1732"|543|""|""|false|false|Dépenses/Distribution
25649|1732-01-30|Mercredi|"1731-1732"|3408|""|""|false|false|Cour/Distribution
25651|1732-02-01|Vendredi|"1731-1732"|2807|Du Chemin|""|false|false|
25652|1732-02-03|Dimanche|"1731-1732"|2508|Du Chemin|""|false|false|Dépenses/Distribution
25798|1732-08-04|Lundi|"1732-1733"|211|""|"Dans la marge ""Semainiers Mrs Quinault p., Le Grand p., Sarrazin p."""|false|false|
25654|1732-02-05|Mardi|"1731-1732"|2313|Du Chemin|""|false|false|Distribution/Dépenses
25655|1732-02-06|Mercredi|"1731-1732"|411|Du Chemin|""|false|false|Dépenses/Distribution
25658|1732-02-09|Samedi|"1731-1732"|2839|""|""|false|false|Dépenses/Distribution
25660|1732-02-11|Lundi|"1731-1732"|1757|""|""|false|false|Distribution/Dépenses
25661|1732-02-12|Mardi|"1731-1732"|505|""|""|false|false|Dépenses/Distribution
25668|1732-02-20|Mercredi|"1731-1732"|1196|""|""|false|false|Distribution
25670|1732-02-22|Vendredi|"1731-1732"|593|""|""|false|false|Dépenses/Distribution
25671|1732-02-23|Samedi|"1731-1732"|3308|""|""|false|false|Dépenses/Distribution
25673|1732-02-25|Lundi|"1731-1732"|1797|""|""|false|false|
25676|1732-02-28|Jeudi|"1731-1732"|423|""|""|false|false|Distribution
25678|1732-03-01|Samedi|"1731-1732"|1474|""|""|false|false|Relâche/Distribution/Dépenses
25679|1732-03-02|Dimanche|"1731-1732"|461|""|""|false|false|Dépenses/Distribution
25681|1732-03-04|Mardi|"1731-1732"|178|""|""|false|false|Distribution/Dépenses
25683|1732-03-07|Vendredi|"1731-1732"|3910|Armand  |""|false|false|Distribution/Cour
25787|1732-07-21|Lundi|"1732-1733"|1306|""|Début d'un acteur/trice non identifiable.|false|false|
25709|1732-04-20|Lundi|"1732-1733"|0|""|"""Etat de la part journalière que l'on retire sur chaque particulier qui n'ont point acquis Le fonds de leur lieu au premier avril 1732 à 1733"""|false|false|
25324|1729-01-13|Jeudi|"1728-1729"|728|""|"Erreur du semainier (jour de la semaine): ""Du vendredi treizième janvier 1729""."|false|false|
25717|1732-04-30|Mercredi|"1732-1733"|940|""|""|false|false|
25720|1732-05-04|Dimanche|"1732-1733"|856|""|""|false|false|
25722|1732-05-07|Mercredi|"1732-1733"|648|""|""|false|false|
25723|1732-05-08|Jeudi|"1732-1733"|281|Dubreuil  |""|false|false|
25725|1732-05-11|Dimanche|"1732-1733"|871|""|""|false|false|
25727|1732-05-13|Mardi|"1732-1733"|364|""|""|false|false|
25729|1732-05-15|Jeudi|"1732-1733"|378|Dubreuil  |""|false|false|
25731|1732-05-17|Samedi|"1732-1733"|597|""|""|false|false|
25732|1732-05-18|Dimanche|"1732-1733"|800|""|""|false|false|
25734|1732-05-20|Mardi|"1732-1733"|358|""|""|false|false|
25735|1732-05-21|Mercredi|"1732-1733"|501|""|""|false|false|
25737|1732-05-24|Samedi|"1732-1733"|987|""|""|false|false|
25741|1732-05-28|Mercredi|"1732-1733"|707|Dubreuil|""|false|false|
25742|1732-05-29|Jeudi|"1732-1733"|454|""|""|false|false|
25744|1732-05-31|Samedi|"1732-1733"|589|""|""|false|false|
25746|1732-06-03|Mardi|"1732-1733"|987|""|""|false|false|
25747|1732-06-04|Mercredi|"1732-1733"|667|""|""|false|false|
25748|1732-06-05|Jeudi|"1732-1733"|246|""|""|false|false|
25700|1732-03-28|Vendredi|"1731-1732"|1292|""|""|false|false|Distribution/Dépenses
25699|1732-03-27|Jeudi|"1731-1732"|722|Dangeville|""|false|false|Distribution/Dépenses
25753|1732-06-11|Mercredi|"1732-1733"|668|""|""|false|false|
25755|1732-06-14|Samedi|"1732-1733"|318|""|""|false|false|
25759|1732-06-18|Mercredi|"1732-1733"|1495|""|""|false|false|
25760|1732-06-19|Jeudi|"1732-1733"|504|""|""|false|false|
25762|1732-06-22|Dimanche|"1732-1733"|395|""|""|false|false|
25764|1732-06-24|Mardi|"1732-1733"|302|Dubreuil|""|false|false|
25766|1732-06-26|Jeudi|"1732-1733"|559|Sarrazin|""|false|false|
25767|1732-06-28|Samedi|"1732-1733"|2259|Armand|"""On a donné hier relâche au Théâtre"""|false|false|
25769|1732-06-30|Lundi|"1732-1733"|1362|Sarrazin|""|false|false|
25774|1732-07-06|Dimanche|"1732-1733"|778|""|""|false|false|
25776|1732-07-08|Mardi|"1732-1733"|136|""|""|false|false|
25779|1732-07-12|Samedi|"1732-1733"|1261|""|"""On a donné hier relâche au Théâtre"""|false|false|
25782|1732-07-15|Mardi|"1732-1733"|447|""|""|false|false|
25785|1732-07-19|Samedi|"1732-1733"|856|""|"""On a donné hier Relâche au Théâtre"""|false|false|
25792|1732-07-27|Dimanche|"1732-1733"|208|""|""|false|false|
25789|1732-07-23|Mercredi|"1732-1733"|856|""|""|false|false|
25794|1732-07-30|Mercredi|"1732-1733"|366|""|""|false|false|
25795|1732-07-31|Jeudi|"1732-1733"|506|""|""|false|false|
25715|1732-04-28|Lundi|"1732-1733"|311|""|"Dans la marge ""Semainiers Mrs Poisson payé, Dubreuil payé, Grandval payé."""|false|false|
25739|1732-05-26|Lundi|"1732-1733"|258|""|"Dans la marge ""Semainiers Mrs Quinault payé, Legrand payé, Sarrazin payé"""|false|false|
25751|1732-06-09|Lundi|"1732-1733"|316|""|"Dans la marge ""Semainiers Mrs Dangeville payé, Armand payé"""|false|false|
25757|1732-06-16|Lundi|"1732-1733"|1219|""|"Dans la marge ""Semainiers Mrs Montmeny payé, Bercy payé, Dangeville le jeune payé"""|false|false|
25770|1732-07-01|Mardi|"1732-1733"|259|""|"Dans la marge ""Semainiers Mrs Quinault p., Le Grand p., Sarrazin p."""|false|false|
25781|1732-07-14|Lundi|"1732-1733"|588|""|"Dans la marge ""Semainiers Mrs Dangeville p., Armand payé"""|false|false|
25849|1732-10-09|Jeudi|"1732-1733"|1120|""|""|false|false|
25836|1732-09-22|Lundi|"1732-1733"|215|Drouïn de Bercy|""|false|false|
